no.peserta,tahun,jenis.kelamin,kode.asal,kode.pendidikan,pendidikan,skd.twk,skd.tiu,skd.tkp,skd.total,skd.hasil,kode.prodi,nama.prodi,kode.formasi,lokasi.formasi,
S2440160121802007,2024,P,18,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160010,KEPULAUAN BANGKA BELITUNG,
S2440160121900598,2024,P,19,3002000,MA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160010,KEPULAUAN BANGKA BELITUNG,
S2440160121606890,2024,P,16,3002000,MA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160010,KEPULAUAN BANGKA BELITUNG,
S2440160121901089,2024,P,19,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160010,KEPULAUAN BANGKA BELITUNG,
S2440160123212086,2024,P,32,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160010,KEPULAUAN BANGKA BELITUNG,
S2440160122100915,2024,P,21,3001000,SMA,95,160,191,446,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121400841,2024,P,14,3001000,SMA,115,135,195,445,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101886,2024,L,21,3001000,SMA,100,135,204,439,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100023,2024,L,21,3001000,SMA,90,145,203,438,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121402065,2024,P,14,3002000,MA,95,130,205,430,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101804,2024,L,21,3001000,SMA,105,130,195,430,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100166,2024,P,21,3001000,SMA,95,150,185,430,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100564,2024,P,21,3002000,MA,105,145,179,429,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160123401455,2024,P,34,3002000,MA,85,150,193,428,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101480,2024,P,21,3001000,SMA,100,135,192,427,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121206933,2024,P,12,3001000,SMA,100,135,191,426,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160113211906,2024,L,32,3001000,SMA,65,150,208,423,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100759,2024,L,21,3002000,MA,100,150,173,423,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121402997,2024,P,14,3002000,MA,100,145,177,422,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101303,2024,P,21,3001000,SMA,100,130,190,420,P/L,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101859,2024,L,21,3001000,SMA,70,150,198,418,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160111219944,2024,L,12,3001000,SMA,80,145,193,418,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101349,2024,L,21,3001000,SMA,90,130,196,416,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101660,2024,P,21,3001000,SMA,100,140,176,416,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160123305197,2024,P,33,3001000,SMA,85,140,188,413,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100102,2024,P,21,3001000,SMA,105,120,188,413,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101613,2024,P,21,3001000,SMA,85,145,181,411,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100962,2024,L,21,3001000,SMA,75,160,176,411,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160113512542,2024,L,35,3001000,SMA,80,155,176,411,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101057,2024,P,21,3001000,SMA,90,140,179,409,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101923,2024,P,21,3001000,SMA,90,125,193,408,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122102067,2024,P,21,3001000,SMA,75,145,187,407,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101747,2024,P,21,3001000,SMA,85,135,186,406,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101561,2024,P,21,3001000,SMA,75,140,189,404,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100087,2024,P,21,3002000,MA,85,140,177,402,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100579,2024,P,21,3001000,SMA,75,140,186,401,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122102003,2024,P,21,3001000,SMA,80,140,181,401,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100313,2024,P,21,3001000,SMA,95,135,171,401,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100786,2024,P,21,3001000,SMA,95,120,185,400,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101770,2024,P,21,3001000,SMA,90,130,179,399,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160111401819,2024,L,14,3001000,SMA,90,125,182,397,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121214345,2024,P,12,3001000,SMA,80,120,196,396,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101002,2024,L,21,3001000,SMA,80,125,191,396,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160111401190,2024,L,14,3001000,SMA,75,145,174,394,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101576,2024,P,21,3001000,SMA,90,110,192,392,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101231,2024,P,21,3001000,SMA,90,115,187,392,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101154,2024,L,21,3001000,SMA,85,105,201,391,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100825,2024,P,21,3001000,SMA,75,135,181,391,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100953,2024,P,21,3001000,SMA,80,110,200,390,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100360,2024,P,21,3001000,SMA,85,125,180,390,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121402425,2024,P,14,3001000,SMA,85,115,188,388,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101651,2024,P,21,3001000,SMA,65,120,199,384,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101732,2024,P,21,3001000,SMA,85,105,194,384,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101439,2024,P,21,3001000,SMA,95,105,184,384,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100517,2024,L,21,3001000,SMA,75,120,188,383,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100375,2024,L,21,3001000,SMA,85,120,178,383,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121300648,2024,P,13,3001000,SMA,70,135,177,382,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121216484,2024,P,12,3001000,SMA,100,100,181,381,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100210,2024,P,21,3001000,SMA,70,120,190,380,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100195,2024,P,21,3001000,SMA,80,105,194,379,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101950,2024,P,21,3002000,MA,85,115,179,379,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101873,2024,P,21,3001000,SMA,80,125,173,378,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101127,2024,P,21,3001000,SMA,75,120,182,377,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101415,2024,P,21,3001000,SMA,65,125,186,376,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121307298,2024,P,13,3001000,SMA,90,100,185,375,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100221,2024,P,21,3001000,SMA,65,115,194,374,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101293,2024,P,21,3001000,SMA,80,110,184,374,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160123310902,2024,P,33,3001000,SMA,65,120,188,373,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160111301579,2024,L,13,3001000,SMA,80,115,177,372,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121214929,2024,P,12,3001000,SMA,75,115,180,370,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100889,2024,P,21,3001000,SMA,80,100,188,368,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100184,2024,L,21,3001000,SMA,65,120,182,367,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121300657,2024,P,13,3001000,SMA,85,90,187,362,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101525,2024,P,21,3001000,SMA,85,85,191,361,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100272,2024,P,21,3001000,SMA,75,100,186,361,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101756,2024,P,21,3001000,SMA,80,100,181,361,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121304336,2024,P,13,3001000,SMA,80,105,175,360,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160111202577,2024,L,12,3002000,MA,75,95,189,359,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100722,2024,L,21,3001000,SMA,65,125,167,357,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101606,2024,P,21,3001000,SMA,100,95,162,357,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160111200704,2024,L,12,3001000,SMA,85,85,186,356,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101282,2024,P,21,3001000,SMA,70,90,190,350,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100593,2024,P,21,3001000,SMA,65,105,180,350,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101699,2024,P,21,3001000,SMA,75,110,164,349,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100582,2024,P,21,3001000,SMA,70,95,181,346,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101507,2024,P,21,3001000,SMA,70,95,181,346,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101701,2024,P,21,3001000,SMA,65,95,183,343,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160113308938,2024,L,33,3002000,MA,80,85,178,343,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101974,2024,P,21,3001000,SMA,65,100,174,339,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121214994,2024,P,12,3001000,SMA,85,80,174,339,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121402180,2024,P,14,3001000,SMA,70,80,187,337,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101163,2024,P,21,3001000,SMA,75,100,161,336,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121606939,2024,P,16,3002000,MA,65,85,182,332,P,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121219991,2024,P,12,3001000,SMA,60,145,202,407,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100249,2024,P,21,3001000,SMA,50,150,193,393,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121218428,2024,P,12,3001000,SMA,60,125,201,386,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101835,2024,L,21,3001000,SMA,90,135,155,380,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101840,2024,L,21,3001000,SMA,45,125,208,378,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100041,2024,L,21,3001000,SMA,55,135,186,376,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101765,2024,L,21,3001000,SMA,60,130,182,372,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100483,2024,L,21,3001000,SMA,45,130,188,363,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100429,2024,L,21,3001000,SMA,50,120,184,354,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101987,2024,L,21,3001000,SMA,50,115,188,353,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100157,2024,L,21,3001000,SMA,75,125,151,351,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100069,2024,L,21,3001000,SMA,85,65,196,346,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160111302741,2024,L,13,3001000,SMA,60,105,181,346,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160123312964,2024,P,33,3001000,SMA,60,100,184,344,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100171,2024,L,21,3001000,SMA,85,75,177,337,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101192,2024,P,21,3002000,MA,60,105,170,335,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122102010,2024,P,21,3001000,SMA,105,70,157,332,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121207554,2024,P,12,3001000,SMA,65,70,195,330,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101385,2024,P,21,3171110,SMK TIK,65,70,194,329,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100939,2024,P,21,3001000,SMA,45,130,152,327,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100399,2024,P,21,3001000,SMA,65,70,190,325,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121503182,2024,P,15,3002000,MA,30,115,179,324,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100012,2024,P,21,3001000,SMA,60,100,164,324,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121204443,2024,P,12,3001000,SMA,75,70,175,320,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160111211243,2024,L,12,3001000,SMA,45,95,179,319,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101048,2024,P,21,3001000,SMA,50,90,179,319,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101538,2024,P,21,3001000,SMA,65,65,185,315,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100285,2024,L,21,3002000,MA,55,90,163,308,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101552,2024,P,21,3001000,SMA,50,85,171,306,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100843,2024,P,21,3001000,SMA,65,70,170,305,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100296,2024,P,21,3001000,SMA,55,85,163,303,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100036,2024,P,21,3001000,SMA,60,70,172,302,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112100148,2024,L,21,3171110,SMK TIK,70,75,156,301,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100681,2024,P,21,3001000,SMA,50,70,176,296,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100306,2024,P,21,3001000,SMA,60,55,178,293,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100807,2024,P,21,3001000,SMA,50,60,181,291,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121101997,2024,P,11,3002000,MA,55,70,162,287,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121403952,2024,P,14,3001000,SMA,60,45,158,263,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122102049,2024,P,21,3001000,SMA,80,20,159,259,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100926,2024,P,21,3171110,SMK TIK,45,30,181,256,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122101589,2024,P,21,3001000,SMA,25,30,146,201,TL,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160112101718,2024,L,21,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100258,2024,P,21,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160113101203,2024,L,31,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121305096,2024,P,13,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100401,2024,P,21,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160121211214,2024,P,12,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122100337,2024,P,21,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160123401943,2024,P,34,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160122102021,2024,P,21,3001000,SMA,None,None,None,None,TH,5000121,D-IV STATISTIKA,40160011,KEPULAUAN RIAU,
S2440160125100321,2024,P,51,3002000,MA,90,165,195,450,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160113302046,2024,L,33,3001000,SMA,100,150,198,448,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125300484,2024,P,53,3001000,SMA,110,140,196,446,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125301492,2024,P,53,3001000,SMA,90,165,190,445,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125200960,2024,P,52,3001000,SMA,110,145,185,440,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160115301580,2024,L,53,3001000,SMA,100,150,185,435,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160121205857,2024,P,12,3001000,SMA,95,125,212,432,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123314616,2024,P,33,3001000,SMA,95,150,187,432,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160113506949,2024,L,35,3001000,SMA,95,150,182,427,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125301304,2024,P,53,3001000,SMA,95,135,195,425,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123314555,2024,P,33,3001000,SMA,95,140,190,425,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160113308266,2024,L,33,3001000,SMA,80,145,199,424,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125300853,2024,P,53,3001000,SMA,90,140,194,424,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125300631,2024,P,53,3001000,SMA,95,135,194,424,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125302615,2024,P,53,3002000,MA,90,140,193,423,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160121201794,2024,P,12,3001000,SMA,90,145,188,423,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123401165,2024,P,34,3001000,SMA,100,145,178,423,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125301359,2024,P,53,3001000,SMA,110,140,173,423,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160115303380,2024,L,53,3001000,SMA,95,135,190,420,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125301283,2024,P,53,3001000,SMA,90,130,194,414,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125201781,2024,P,52,3001000,SMA,100,115,198,413,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125303629,2024,P,53,3001000,SMA,100,130,183,413,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123308592,2024,P,33,3001000,SMA,95,125,192,412,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125300103,2024,P,53,3001000,SMA,80,125,205,410,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125300705,2024,P,53,3001000,SMA,120,90,200,410,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123505371,2024,P,35,3001000,SMA,80,140,190,410,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160115300037,2024,L,53,3001000,SMA,90,140,180,410,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123320046,2024,P,33,3001000,SMA,90,140,180,410,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125303391,2024,P,53,3001000,SMA,90,145,175,410,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123506031,2024,P,35,3001000,SMA,80,135,193,408,P/L,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125301368,2024,P,53,3002000,MA,70,135,201,406,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125300945,2024,P,53,3001000,SMA,75,140,191,406,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125301841,2024,P,53,3001000,SMA,75,145,186,406,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123509902,2024,P,35,3001000,SMA,100,110,195,405,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160113517415,2024,L,35,3001000,SMA,75,130,199,404,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125101290,2024,P,51,3001000,SMA,85,135,184,404,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123317136,2024,P,33,3001000,SMA,85,135,181,401,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125302563,2024,P,53,3001000,SMA,75,135,190,400,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125302350,2024,P,53,3001000,SMA,95,115,189,399,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123309494,2024,P,33,3001000,SMA,80,140,179,399,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125303799,2024,P,53,3001000,SMA,105,115,179,399,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160123400410,2024,P,34,3002000,MA,90,135,174,399,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125301067,2024,P,53,3001000,SMA,80,130,187,397,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125300769,2024,P,53,3001000,SMA,85,125,187,397,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125302734,2024,P,53,3001000,SMA,95,115,187,397,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160113107584,2024,L,31,3001000,SMA,80,140,176,396,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160113310175,2024,L,33,3001000,SMA,85,135,175,395,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160121301306,2024,P,13,3001000,SMA,85,115,194,394,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160113305269,2024,L,33,3001000,SMA,95,120,179,394,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160113200441,2024,L,32,3001000,SMA,90,105,198,393,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160115302581,2024,L,53,3171110,SMK TIK,85,115,193,393,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160113204627,2024,L,32,3001000,SMA,80,115,197,392,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125101780,2024,P,51,3001000,SMA,65,135,192,392,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125301942,2024,P,53,3001000,SMA,100,120,172,392,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125303377,2024,P,53,3001000,SMA,85,115,189,389,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160121208043,2024,P,12,3001000,SMA,85,120,184,389,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125303928,2024,P,53,3001000,SMA,105,100,184,389,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125302219,2024,P,53,3001000,SMA,85,130,174,389,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
S2440160125101441,2024,P,51,3001000,SMA,90,125,174,389,P,5000121,D-IV STATISTIKA,40160012,NUSA TENGGARA TIMUR,
